secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	scientific_name	instrument_platform	library_layout	library_strategy	library_selection	experiment_title	study_alias	experiment_alias	run_alias	submitted_bytes	submitted_galaxy	sra_ftp	cram_index_ftp	cram_index_aspera	broker_name	sample_title
SRP043103	SAMN02849411	SRS640045	SRX589499	SRR1377056	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_NSP1_MYCS_10-6M_2H+4H_R2	PRJNA252090	EXP_Mt_NSP1_MYCS_10-6M_2H+4H_1402469619_sra_2	RUN_Mt_NSP1_MYCS_10-6M_2H+4H_1402469619_sra_2			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/006/SRR1377056				Plant sample from Medicago truncatula_Mt_NSP1_MYCS_10-6M_2H+4H
SRP043103	SAMN02849411	SRS640045	SRX589500	SRR1377057	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_NSP1_MYCS_10-6M_2H+4H_R3	PRJNA252090	EXP_Mt_NSP1_MYCS_10-6M_2H+4H_1402469619_sra_3	RUN_Mt_NSP1_MYCS_10-6M_2H+4H_1402469619_sra_3			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/007/SRR1377057				Plant sample from Medicago truncatula_Mt_NSP1_MYCS_10-6M_2H+4H
SRP043103	SAMN02849412	SRS640044	SRX589495	SRR1377058	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_NSP1_MYCNS_10-6M_2H+4H_R1	PRJNA252090	EXP_Mt_NSP1_MYCNS_10-6M_2H+4H_1402469623_sra_1	RUN_Mt_NSP1_MYCNS_10-6M_2H+4H_1402469623_sra_1			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/008/SRR1377058				Plant sample from Medicago truncatula_Mt_NSP1_MYCNS_10-6M_2H+4H
SRP043103	SAMN02849412	SRS640044	SRX589496	SRR1377059	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_NSP1_MYCNS_10-6M_2H+4H_R2	PRJNA252090	EXP_Mt_NSP1_MYCNS_10-6M_2H+4H_1402469623_sra_2	RUN_Mt_NSP1_MYCNS_10-6M_2H+4H_1402469623_sra_2			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/009/SRR1377059				Plant sample from Medicago truncatula_Mt_NSP1_MYCNS_10-6M_2H+4H
SRP043103	SAMN02849412	SRS640044	SRX589497	SRR1377060	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_NSP1_MYCNS_10-6M_2H+4H_R3	PRJNA252090	EXP_Mt_NSP1_MYCNS_10-6M_2H+4H_1402469623_sra_3	RUN_Mt_NSP1_MYCNS_10-6M_2H+4H_1402469623_sra_3			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/000/SRR1377060				Plant sample from Medicago truncatula_Mt_NSP1_MYCNS_10-6M_2H+4H
SRP043103	SAMN02849410	SRS640043	SRX589492	SRR1377061	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_NSP1_ACN_2H+4H_R1	PRJNA252090	EXP_Mt_NSP1_ACN_2H+4H_1402469626_sra_1	RUN_Mt_NSP1_ACN_2H+4H_1402469626_sra_1			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/001/SRR1377061				Plant sample from Medicago truncatula_Mt_NSP1_ACN_2H+4H
SRP043103	SAMN02849410	SRS640043	SRX589493	SRR1377062	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_NSP1_ACN_2H+4H_R2	PRJNA252090	EXP_Mt_NSP1_ACN_2H+4H_1402469626_sra_2	RUN_Mt_NSP1_ACN_2H+4H_1402469626_sra_2			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/002/SRR1377062				Plant sample from Medicago truncatula_Mt_NSP1_ACN_2H+4H
SRP043103	SAMN02849410	SRS640043	SRX589494	SRR1377063	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_NSP1_ACN_2H+4H_R3	PRJNA252090	EXP_Mt_NSP1_ACN_2H+4H_1402469626_sra_3	RUN_Mt_NSP1_ACN_2H+4H_1402469626_sra_3			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/003/SRR1377063				Plant sample from Medicago truncatula_Mt_NSP1_ACN_2H+4H
SRP043103	SAMN02849408	SRS640042	SRX589489	SRR1377064	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_DMI3_MYCS_10-6M_2H+4H_R1	PRJNA252090	EXP_Mt_DMI3_MYCS_10-6M_2H+4H_1402469629_sra_1	RUN_Mt_DMI3_MYCS_10-6M_2H+4H_1402469629_sra_1			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/004/SRR1377064				Plant sample from Medicago truncatula_Mt_DMI3_MYCS_10-6M_2H+4H
SRP043103	SAMN02849408	SRS640042	SRX589490	SRR1377065	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_DMI3_MYCS_10-6M_2H+4H_R2	PRJNA252090	EXP_Mt_DMI3_MYCS_10-6M_2H+4H_1402469629_sra_2	RUN_Mt_DMI3_MYCS_10-6M_2H+4H_1402469629_sra_2			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/005/SRR1377065				Plant sample from Medicago truncatula_Mt_DMI3_MYCS_10-6M_2H+4H
SRP043103	SAMN02849408	SRS640042	SRX589491	SRR1377066	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_DMI3_MYCS_10-6M_2H+4H_R3	PRJNA252090	EXP_Mt_DMI3_MYCS_10-6M_2H+4H_1402469629_sra_3	RUN_Mt_DMI3_MYCS_10-6M_2H+4H_1402469629_sra_3			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/006/SRR1377066				Plant sample from Medicago truncatula_Mt_DMI3_MYCS_10-6M_2H+4H
SRP043103	SAMN02849409	SRS640041	SRX589486	SRR1377067	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_DMI3_MYCNS_10-6M_2H+4H_R1	PRJNA252090	EXP_Mt_DMI3_MYCNS_10-6M_2H+4H_1402469632_sra_1	RUN_Mt_DMI3_MYCNS_10-6M_2H+4H_1402469632_sra_1			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/007/SRR1377067				Plant sample from Medicago truncatula_Mt_DMI3_MYCNS_10-6M_2H+4H
SRP043103	SAMN02849409	SRS640041	SRX589487	SRR1377068	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_DMI3_MYCNS_10-6M_2H+4H_R2	PRJNA252090	EXP_Mt_DMI3_MYCNS_10-6M_2H+4H_1402469632_sra_2	RUN_Mt_DMI3_MYCNS_10-6M_2H+4H_1402469632_sra_2			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/008/SRR1377068				Plant sample from Medicago truncatula_Mt_DMI3_MYCNS_10-6M_2H+4H
SRP043103	SAMN02849409	SRS640041	SRX589488	SRR1377069	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_DMI3_MYCNS_10-6M_2H+4H_R3	PRJNA252090	EXP_Mt_DMI3_MYCNS_10-6M_2H+4H_1402469632_sra_3	RUN_Mt_DMI3_MYCNS_10-6M_2H+4H_1402469632_sra_3			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/009/SRR1377069				Plant sample from Medicago truncatula_Mt_DMI3_MYCNS_10-6M_2H+4H
SRP043103	SAMN02849405	SRS640040	SRX589483	SRR1377070	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_DMI3_ACN_2H+4H_R1	PRJNA252090	EXP_Mt_DMI3_ACN_2H+4H_1402469635_sra_1	RUN_Mt_DMI3_ACN_2H+4H_1402469635_sra_1			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/000/SRR1377070				
SRP043103	SAMN02849405	SRS640040	SRX589484	SRR1377071	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_DMI3_ACN_2H+4H_R2	PRJNA252090	EXP_Mt_DMI3_ACN_2H+4H_1402469635_sra_2	RUN_Mt_DMI3_ACN_2H+4H_1402469635_sra_2			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/001/SRR1377071				
SRP043103	SAMN02849405	SRS640040	SRX589485	SRR1377072	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_DMI3_ACN_2H+4H_R3	PRJNA252090	EXP_Mt_DMI3_ACN_2H+4H_1402469635_sra_3	RUN_Mt_DMI3_ACN_2H+4H_1402469635_sra_3			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/002/SRR1377072				
SRP043103	SAMN02849404	SRS640039	SRX589480	SRR1377073	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_A17_MYCNS_10-6M_2H+4H_R1	PRJNA252090	EXP_Mt_A17_MYCNS_10-6M_2H+4H_1402469639_sra_1	RUN_Mt_A17_MYCNS_10-6M_2H+4H_1402469639_sra_1			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/003/SRR1377073				
SRP043103	SAMN02849404	SRS640039	SRX589481	SRR1377074	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_A17_MYCNS_10-6M_2H+4H_R2	PRJNA252090	EXP_Mt_A17_MYCNS_10-6M_2H+4H_1402469639_sra_2	RUN_Mt_A17_MYCNS_10-6M_2H+4H_1402469639_sra_2			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/004/SRR1377074				
SRP043103	SAMN02849404	SRS640039	SRX589482	SRR1377075	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_A17_MYCNS_10-6M_2H+4H_R3	PRJNA252090	EXP_Mt_A17_MYCNS_10-6M_2H+4H_1402469639_sra_3	RUN_Mt_A17_MYCNS_10-6M_2H+4H_1402469639_sra_3			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/005/SRR1377075				
SRP043103	SAMN02820978	SRS640036	SRX589477	SRR1377076	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_A17_ACN_2H+4H_R1	PRJNA252090	EXP_Mt_A17_ACN_2H+4H_1402469643_sra_1	RUN_Mt_A17_ACN_2H+4H_1402469643_sra_1			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/006/SRR1377076				Plant sample from Medicago truncatula_Mt_A17_ACN_2H+4H
SRP043103	SAMN02820978	SRS640036	SRX589478	SRR1377077	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_A17_ACN_2H+4H_R2	PRJNA252090	EXP_Mt_A17_ACN_2H+4H_1402469643_sra_2	RUN_Mt_A17_ACN_2H+4H_1402469643_sra_2			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/007/SRR1377077				Plant sample from Medicago truncatula_Mt_A17_ACN_2H+4H
SRP043103	SAMN02820978	SRS640036	SRX589479	SRR1377078	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_A17_ACN_2H+4H_R3	PRJNA252090	EXP_Mt_A17_ACN_2H+4H_1402469643_sra_3	RUN_Mt_A17_ACN_2H+4H_1402469643_sra_3			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/008/SRR1377078				Plant sample from Medicago truncatula_Mt_A17_ACN_2H+4H
SRP043103	SAMN02820979	SRS640035	SRX589474	SRR1377079	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_A17_MYCS_10-6M_2H+4H_R1	PRJNA252090	EXP_Mt_A17_MYCS_10-6M_2H+4H_1402469646_sra_1	RUN_Mt_A17_MYCS_10-6M_2H+4H_1402469646_sra_1			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/009/SRR1377079				Plant sample from Medicago truncatula_Mt_A17_MycS_2H+4H
SRP043103	SAMN02820979	SRS640035	SRX589475	SRR1377080	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_A17_MYCS_10-6M_2H+4H_R2	PRJNA252090	EXP_Mt_A17_MYCS_10-6M_2H+4H_1402469646_sra_2	RUN_Mt_A17_MYCS_10-6M_2H+4H_1402469646_sra_2			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/000/SRR1377080				Plant sample from Medicago truncatula_Mt_A17_MycS_2H+4H
SRP043103	SAMN02820979	SRS640035	SRX589476	SRR1377081	SRA169937	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	other	Illumina HiSeq 2000 sequencing; Mt_A17_MYCS_10-6M_2H+4H_R3	PRJNA252090	EXP_Mt_A17_MYCS_10-6M_2H+4H_1402469646_sra_3	RUN_Mt_A17_MYCS_10-6M_2H+4H_1402469646_sra_3			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/001/SRR1377081				Plant sample from Medicago truncatula_Mt_A17_MycS_2H+4H
SRP044696	SAMN02929380	SRS664703	SRX658552	SRR1523070	SRA176208	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; sequences in different conditions- CK-L	PRJNA255840	RNA-SEQ	CK-L			ftp.sra.ebi.ac.uk/vol1/srr/SRR152/000/SRR1523070				
SRP044696	SAMN02929380	SRS664703	SRX1029320	SRR1523071	SRA176208	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; sequences in different conditions- CK-R	PRJNA255840	RNA-SEQ-CK-R	CK-R			ftp.sra.ebi.ac.uk/vol1/srr/SRR152/001/SRR1523071				
SRP044696	SAMN02929380	SRS664703	SRX1029321	SRR1523072	SRA176208	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; sequences in different conditions- OS-L	PRJNA255840	RNA-SEQ-OS-L	OS-L			ftp.sra.ebi.ac.uk/vol1/srr/SRR152/002/SRR1523072				
SRP044696	SAMN02929380	SRS664703	SRX1029322	SRR1523075	SRA176208	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; sequences in different conditions- OS-R	PRJNA255840	RNA-SEQ-OS-R	OS-R			ftp.sra.ebi.ac.uk/vol1/srr/SRR152/005/SRR1523075				
SRP044696	SAMN02929380	SRS664703	SRX1029323	SRR1523077	SRA176208	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; sequences in different conditions- SS-L	PRJNA255840	RNA-SEQ-SS-L	SS-L			ftp.sra.ebi.ac.uk/vol1/srr/SRR152/007/SRR1523077				
SRP044696	SAMN02929380	SRS664703	SRX1029324	SRR1523078	SRA176208	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; sequences in different conditions- SS-R	PRJNA255840	RNA-SEQ-SS-R	SS-R			ftp.sra.ebi.ac.uk/vol1/srr/SRR152/008/SRR1523078				
SRP058440	SAMN02929380	SRS664703	SRX1029319	SRR1536246	SRA101326	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; sequences in different conditions- PS-L	PRJNA284173	RNA-SEQ-part 2	PS-L			ftp.sra.ebi.ac.uk/vol1/srr/SRR153/006/SRR1536246				
SRP058440	SAMN02929380	SRS664703	SRX1031274	SRR1536247	SRA101326	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	unspecified	Illumina HiSeq 2000 paired end sequencing; sequences in different conditions- PS-R	PRJNA284173	RNA-SEQ- PS-R	PS-R			ftp.sra.ebi.ac.uk/vol1/srr/SRR153/007/SRR1536247				
SRP050577	SAMN03252486	SRS779873	SRX818647	SRR1726469	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-0.5 hour-biological replicate 1	PRJNA269201	C1-A17-T0.5	C1-A17-T0.5.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/009/SRR1726469				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818648	SRR1726470	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-0 hour-biological replicate 1	PRJNA269201	C1-A17-T0	C1-A17-T0.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/000/SRR1726470				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818649	SRR1726471	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-1 hour-biological replicate 1	PRJNA269201	C1-A17-T1	C1-A17-T1.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/001/SRR1726471				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818650	SRR1726472	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-12 hour-biological replicate 1	PRJNA269201	C1-A17-T12	C1-A17-T12.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/002/SRR1726472				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818651	SRR1726473	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-24 hour-biological replicate 1	PRJNA269201	C1-A17-T24	C1-A17-T24.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/003/SRR1726473				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818652	SRR1726474	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-3 hour-biological replicate 1	PRJNA269201	C1-A17-T3	C1-A17-T3.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/004/SRR1726474				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818653	SRR1726475	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-36 hour-biological replicate 1	PRJNA269201	C1-A17-T36	C1-A17-T36.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/005/SRR1726475				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818654	SRR1726476	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-48 hour-biological replicate 1	PRJNA269201	C1-A17-T48	C1-A17-T48.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/006/SRR1726476				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818655	SRR1726477	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-6 hour-biological replicate 1	PRJNA269201	C1-A17-T6	C1-A17-T6.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/007/SRR1726477				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818656	SRR1726478	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-0.5 hour-biological replicate 1	PRJNA269201	C1-lyk3-T0.5	C1-lyk3-T0.5.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/008/SRR1726478				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818657	SRR1726479	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-0 hour-biological replicate 1	PRJNA269201	C1-lyk3-T0	C1-lyk3-T0.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/009/SRR1726479				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818658	SRR1726480	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-1 hour-biological replicate 1	PRJNA269201	C1-lyk3-T1	C1-lyk3-T1.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/000/SRR1726480				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818659	SRR1726481	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-12 hour-biological replicate 1	PRJNA269201	C1-lyk3-T12	C1-lyk3-T12.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/001/SRR1726481				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818660	SRR1726482	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-24 hour-biological replicate 1	PRJNA269201	C1-lyk3-T24	C1-lyk3-T24.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/002/SRR1726482				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818661	SRR1726483	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-3 hour-biological replicate 1	PRJNA269201	C1-lyk3-T3	C1-lyk3-T3.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/003/SRR1726483				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818662	SRR1726484	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-36 hour-biological replicate 1	PRJNA269201	C1-lyk3-T36	C1-lyk3-T36.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/004/SRR1726484				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818663	SRR1726485	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-48 hour-biological replicate 1	PRJNA269201	C1-lyk3-T48	C1-lyk3-T48.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/005/SRR1726485				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818664	SRR1726486	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-6 hour-biological replicate 1	PRJNA269201	C1-lyk3-T6	C1-lyk3-T6.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/006/SRR1726486				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818665	SRR1726487	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-0.5 hour-biological replicate 1	PRJNA269201	C1-nfp-T0.5	C1-nfp-T0.5.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/007/SRR1726487				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818666	SRR1726488	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-0 hour-biological replicate 1	PRJNA269201	C1-nfp-T0	C1-nfp-T0.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/008/SRR1726488				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818667	SRR1726489	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-1 hour-biological replicate 1	PRJNA269201	C1-nfp-T1	C1-nfp-T1.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/009/SRR1726489				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818668	SRR1726490	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-12 hour-biological replicate 1	PRJNA269201	C1-nfp-T12	C1-nfp-T12.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/000/SRR1726490				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818669	SRR1726491	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-24 hour-biological replicate 1	PRJNA269201	C1-nfp-T24	C1-nfp-T24.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/001/SRR1726491				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818670	SRR1726492	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-3 hour-biological replicate 1	PRJNA269201	C1-nfp-T3	C1-nfp-T3.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/002/SRR1726492				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818671	SRR1726493	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-36 hour-biological replicate 1	PRJNA269201	C1-nfp-T36	C1-nfp-T36.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/003/SRR1726493				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818672	SRR1726494	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-48 hour-biological replicate 1	PRJNA269201	C1-nfp-T48	C1-nfp-T48.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/004/SRR1726494				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818673	SRR1726495	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-6 hour-biological replicate 1	PRJNA269201	C1-nfp-T6	C1-nfp-T6.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/005/SRR1726495				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818674	SRR1726496	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-0.5 hour-biological replicate 1	PRJNA269201	C1-skl-T0.5	C1-skl-T0.5.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/006/SRR1726496				Root sample from Medicago truncatula
